3,7990345,0.425664
3,7990357,0.476447
3,7990370,0.527475
3,7990384,0.578217
3,7990396,0.628145
3,7990409,0.676737
3,7990422,0.723489
3,7990435,0.767913
3,7990449,0.809547
3,7990461,0.847956
3,7990474,0.880203
3,7990488,0.915735
3,7990501,0.940032
3,7990514,0.963428
3,7990527,0.980147
3,7990539,0.991144
3,7990553,0.998459
3,7990565,1
4,7990006,0
4,7990227,0.00186481
4,7990240,0.00960736
4,7990253,0.0221035
4,7990266,0.0395773
4,7990279,0.0618467
4,7990292,0.0886797
4,7990305,0.117258
4,7990318,0.154874
4,7990333,0.196659
4,7990345,0.23541
4,7990357,0.28003
4,7990370,0.326941
4,7990384,0.375655
4,7990396,0.425664
4,7990409,0.476447
4,7990422,0.527475
4,7990435,0.578217
4,7990449,0.628145
4,7990461,0.676737
4,7990474,0.71997
4,7990488,0.771221
4,7990501,0.809547
4,7990514,0.850766
4,7990527,0.885257
4,7990539,0.91354
4,7990553,0.941883
4,7990565,0.960423
4,7990578,0.977897
4,7990591,0.990393
4,7990604,0.998135
4,7990618,1
5,7990006,0
5,7990266,0.00154133
5,7990279,0.00813569
5,7990292,0.0198532
5,7990305,0.0351118
5,7990318,0.0581172
5,7990333,0.0864597
5,7990345,0.114743
5,7990357,0.149234
5,7990370,0.187379
5,7990384,0.228779
5,7990396,0.273005
5,7990409,0.319595
5,7990422,0.368063
5,7990435,0.417907
5,7990449,0.468605
5,7990461,0.51963
5,7990474,0.566561
5,7990488,0.624345
5,7990501,0.669369
5,7990514,0.71997
5,7990527,0.76459
5,7990539,0.803341
5,7990553,0.845126
5,7990565,0.875056
5,7990578,0.906804
5,7990591,0.934316
5,7990604,0.958877
5,7990618,0.976727
5,7990631,0.989611
5,7990643,0.997396
5,7990657,1
6,7990006,0
6,7990318,0.00186481
6,7990333,0.00960736
6,7990345,0.0209636
6,7990357,0.0380602
6,7990370,0.0599684
6,7990384,0.0864597
6,7990396,0.117258
6,7990409,0.152044
6,7990422,0.190453
6,7990435,0.232087
6,7990449,0.276511
6,7990461,0.323263
6,7990474,0.368063
6,7990488,0.425664
6,7990501,0.472525
6,7990514,0.527475
6,7990527,0.578217
6,7990539,0.624345
6,7990553,0.676737
6,7990565,0.716436
6,7990578,0.761249
6,7990591,0.803341
6,7990604,0.845126
6,7990618,0.880203
6,7990631,0.91132
6,7990643,0.938153
6,7990657,0.960423
6,7990669,0.977897
6,7990682,0.990393
6,7990695,0.997781
6,7990709,1
7,7990006,0
7,7990370,0.00221902
7,7990384,0.00960736
7,7990396,0.0221035
7,7990409,0.0395773
7,7990422,0.0618467
7,7990435,0.0886797
7,7990449,0.119797
7,7990461,0.154874
7,7990474,0.190453
7,7990488,0.238751
7,7990501,0.28003
7,7990514,0.330631
7,7990527,0.379462
7,7990539,0.425664
7,7990553,0.48037
7,7990565,0.523553
7,7990578,0.574336
7,7990591,0.624345
7,7990604,0.676737
7,7990618,0.723489
7,7990631,0.767913
7,7990643,0.809547
7,7990657,0.847956
7,7990669,0.882742
7,7990682,0.91354
7,7990695,0.940032
7,7990709,0.963428
7,7990722,0.979036
7,7990735,0.991864
7,7990748,0.998135
7,7990760,1
8,7990006,0
8,7990422,0.00221902
8,7990435,0.00960736
8,7990449,0.0221035
8,7990461,0.0395773
8,7990474,0.0599684
8,7990488,0.0909251
8,7990501,0.119797
8,7990514,0.157726
8,7990527,0.196659
8,7990539,0.23541
8,7990553,0.283564
8,7990565,0.323263
8,7990578,0.371855
8,7990591,0.421783
8,7990604,0.476447
8,7990618,0.527475
8,7990631,0.578217
8,7990643,0.628145
8,7990657,0.676737
8,7990669,0.723489
8,7990682,0.767913
8,7990695,0.809547
8,7990709,0.850766
8,7990722,0.882742
8,7990735,0.915735
8,7990748,0.940032
8,7990760,0.96194
8,7990773,0.977897
8,7990786,0.991144
8,7990800,0.998459
8,7990812,1
9,7990006,0
9,7990474,0.00186481
9,7990488,0.0103886
9,7990501,0.0221035
9,7990514,0.0411227
9,7990527,0.063752
9,7990539,0.0886797
9,7990553,0.122359
9,7990565,0.152044
9,7990578,0.190453
9,7990591,0.232087
9,7990604,0.28003
9,7990618,0.326941
9,7990631,0.375655
9,7990643,0.425664
9,7990657,0.476447
9,7990669,0.527475
9,7990682,0.578217
9,7990695,0.628145
9,7990709,0.680405
9,7990722,0.723489
9,7990735,0.771221
9,7990748,0.809547
9,7990760,0.847956
9,7990773,0.880203
9,7990786,0.91354
9,7990800,0.941883
9,7990812,0.96194
9,7990825,0.979036
9,7990838,0.991144
9,7990851,0.998135
9,7990864,1
